Name,Genre,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
Kirby and the Rainbow Curse,Platform,WiiU,Nintendo,HAL Laboratory,8.2,,,0.58,0.26,0.14,0.13,0.04,2015
Disney Magic World 2,Simulation,3DS,Nintendo,High Horse Entertainment,7.5,,,0.58,0.07,0.25,0.23,0.02,2016
Doom 3 BFG Edition,Misc,PS3,Bethesda Softworks,Unknown,,,,0.58,0.26,0.22,,0.1,2012
The Lego Ninjago Movie Videogame,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.57,0.16,0.32,,0.09,2017
Resident Evil: Revelations 2,Action,PS4,Capcom,Capcom,,,,0.57,0.14,0.25,0.11,0.07,2015
Bayonetta 2,Action,NS,Nintendo,PlatinumGames,9.5,,,0.57,0.26,0.2,0.07,0.04,2018
LEGO Marvel Super Heroes 2,Action,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.57,0.32,0.2,,0.05,2017
Ultra Street Fighter II: The Final Challengers,Fighting,NS,Capcom,Capcom,7,,,0.57,0.22,0.22,0.09,0.04,2017
Lego Marvel Super Heroes: Universe in Peril,Action,PSV,Warner Bros. Interactive Entertainment,TT Fusion,,,,0.57,0.11,0.33,,0.13,2014
London 2012: The Official Video Game of the Olympic Games,Sports,X360,Sega,Sega Studios Australia,5.5,,,0.57,0.07,0.44,,0.06,2012
Disney Universe,Action,X360,Disney Interactive Studios,Disney Interactive Studios,6.7,,,0.57,0.37,0.14,,0.05,2011
Final Fantasy X / X-2 HD Remaster,Role-Playing,PC,Square Enix,Square Enix,,,0.57,,,,,,2016
Starlink: Battle for Atlas,Action-Adventure,NS,Ubisoft,Ubisoft Toronto,7.5,6,,0.57,0.35,0.17,,0.05,2018
FIFA 15,Sports,Wii,EA Sports,EA Canada,,,,0.57,0.15,0.37,,0.04,2014
NHL 14,Sports,PS3,EA Sports,EA Canada,,,,0.57,0.28,0.19,,0.1,2013
LEGO Jurassic World,Action,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.57,0.29,0.2,0.03,0.05,2015
NHL 18,Sports,PS4,EA Sports,EA Canada,,,,0.57,0.31,0.16,,0.1,2017
Mega Man Legacy Collection,Platform,PS4,Capcom,Digital Eclipse Software,,,0.57,,,,,,2016
The Amazing Spider-Man 2 (2014),Action-Adventure,PS4,Activision,Beenox,,,,0.56,0.2,0.26,0.02,0.09,2014
Final Fantasy IV: The Complete Collection,Role-Playing,PSP,Square Enix,Matrix Software,8,,,0.56,0.13,0.09,0.27,0.06,2011
Soul Sacrifice,Misc,PSV,Sony Computer Entertainment,Marvelous Entertainment,,,,0.56,0.15,0.11,0.22,0.08,2013
"Warhammer 40,000: Space Marine",Shooter,X360,THQ,Relic Entertainment,7.3,,,0.56,0.25,0.26,,0.06,2011
Disney Infinity 3.0,Action,PS3,Disney Interactive Studios,Avalanche Software,,,,0.56,0.22,0.25,,0.09,2015
Xenoblade Chronicles,Role-Playing,3DS,Nintendo,Monolith Soft,8.6,,,0.56,0.24,0.15,0.13,0.04,2015
Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,3DS,Nintendo,GungHo Online Entertainment,7.8,,,0.56,0.09,0.11,0.35,0.02,2015
Metroid: Samus Returns,Action-Adventure,3DS,Nintendo,Mercury Steam,9.1,,,0.56,0.3,0.15,0.07,0.05,2017
Darksiders II,Action-Adventure,PC,THQ,Vigil Games,7.8,,0.56,,,,,,2012
Yakuza 4,Adventure,PS3,Sega,Sega,7.7,,0.56,,,,,,2011
Bravely Second: End Layer,Role-Playing,3DS,Nintendo,Silicon Studio,7.4,,,0.56,0.22,0.11,0.2,0.03,2016
Assassin's Creed: Unity,Action,PC,Ubisoft,Ubisoft Montreal,,,,0.56,0.2,0.31,,0.04,2014
DOOM VFR,Shooter,PS4,Bethesda Softworks,id Software,,8,,0.56,0.22,0.25,,0.09,2017
Just Cause 4,Action-Adventure,PS4,Square Enix,Avalanche Studios,,,,0.56,0.18,0.26,0.03,0.09,2018
Sonic Forces,Platform,PS4,Sega,Sonic Team,,,,0.56,0.15,0.31,0.01,0.09,2017
Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,XOne,Disney Interactive Studios,Avalanche Software,,,,0.55,0.35,0.15,,0.05,2014
Poochy & Yoshi's Woolly World,Platform,3DS,Nintendo,Good-Feel,7.5,,,0.55,0.2,0.16,0.17,0.03,2017
MX vs. ATV: Alive,Racing,X360,THQ,Rainbow Studios,6.9,,,0.55,0.37,0.13,,0.05,2011
Puyo Puyo Tetris,Puzzle,NS,Sega,Sonic Team,8.3,,,0.55,0.22,0.18,0.12,0.04,2017
Skylanders: SuperChargers,Action-Adventure,X360,Activision,Vicarious Visions,,,,0.55,0.35,0.15,,0.05,2015
Yakuza: Dead Souls,Shooter,PS3,Sega,Sega,7,,0.55,,,,,,2012
Tiger Woods PGA Tour 13,Sports,PS3,Electronic Arts,EA Tiburon,,,,0.55,0.24,0.22,,0.08,2012
Wolfenstein II: The New Colossus,Shooter,PC,Bethesda Softworks,MachineGames,,,0.55,,,,,,2017
Rory McIlroy PGA Tour,Sports,PS4,Electronic Arts,EA Tiburon,,,,0.55,0.19,0.27,,0.09,2015
Disney Infinity 3.0,Action,WiiU,Disney Interactive Studios,Avalanche Software,,,,0.55,0.27,0.23,,0.05,2015
NHL 14,Sports,X360,EA Sports,EA Canada,,,,0.54,0.4,0.09,,0.05,2013
Bulletstorm,Shooter,PS3,Electronic Arts,People Can Fly,8.4,,,0.54,0.24,0.2,0.01,0.09,2011
Just Dance 2015,Music,XOne,Ubisoft,Ubisoft Paris,8.1,,,0.54,0.36,0.13,,0.05,2014
FIFA 18,Sports,PS3,EA Sports,EA Vancouver,,,,0.54,0.06,0.4,0.01,0.08,2017
Phineas and Ferb: Across the 2nd Dimension,Action,DS,Disney Interactive Studios,Altron,,,,0.54,0.31,0.18,,0.05,2011
Monster High: Ghoul Spirit,Adventure,Wii,THQ,THQ,,,,0.54,0.42,0.08,,0.04,2011
Mario Tennis Ultra Smash,Sports,WiiU,Nintendo,Camelot Software Planning,6.1,,,0.54,0.16,0.2,0.15,0.03,2015
Tactics Ogre: Let Us Cling Together,Role-Playing,PSP,Square Enix,Square Enix,9,,,0.54,0.15,0.07,0.27,0.05,2011
NBA 2K18,Sports,PC,2K Sports,Visual Concepts,7,,0.54,,,,,,2017
The Walking Dead: Survival Instinct,Shooter,PS3,Activision,Terminal Reality,,,,0.54,0.28,0.17,,0.09,2013
The Sims 3: Pets,Simulation,PC,Electronic Arts,The Sims Studio,7.5,,,0.54,0.54,0,,,2011
LEGO The Incredibles,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,,,0.53,0.18,0.27,,0.09,2018
Dragon Age: Inquisition,Role-Playing,X360,Electronic Arts,BioWare Edmonton,,,,0.53,0.36,0.12,,0.05,2014
Disney Infinity 3.0,Action,X360,Disney Interactive Studios,Avalanche Software,,,,0.53,0.3,0.19,,0.05,2015
Unit 13,Misc,PSV,Sony Computer Entertainment,Zipper Interactive,,,,0.53,0.25,0.15,0.04,0.09,2012
Inazuma Eleven,Role-Playing,DS,Nintendo,Level 5,6.8,,,0.53,,0.13,0.38,0.02,2011
Michael Jackson: The Experience,Misc,PS3,Ubisoft,Ubisoft Montreal,,,,0.53,0.25,0.19,0,0.09,2011
Sonic & Sega All-Stars Racing Transformed,Racing,WiiU,Sega,Sumo Digital,6.9,,,0.53,0.19,0.28,0.02,0.04,2012
FIFA Soccer 12,Sports,PSP,EA Sports,EA Canada,,,,0.53,0.12,0.26,0.02,0.13,2011
Disney Epic Mickey 2: The Power of Two,Platform,X360,Disney Interactive Studios,Junction Point Studios,,,,0.52,0.32,0.15,,0.05,2012
Skylanders: Trap Team,Platform,PS4,Activision,Toys for Bob,,,,0.52,0.25,0.18,,0.09,2014
Cars 2,Racing,PS3,Disney Interactive Studios,Avalanche Software,7.5,,,0.52,0.22,0.22,,0.09,2011
NHL 17,Sports,PS4,EA Sports,EA Canada,,,,0.52,0.32,0.11,,0.09,2016
FIFA 15,Sports,3DS,EA Sports,EA Canada,,,,0.52,0.09,0.39,,0.03,2014
Madden NFL 13,Sports,Wii,EA Sports,EA Tiburon,,,,0.52,0.47,,,0.05,2012
The 3rd Birthday,Role-Playing,PSP,Square Enix,HexaDrive,7,,,0.52,0.13,0.07,0.27,0.05,2011
Alien: Isolation,Adventure,XOne,Sega,Creative Assembly,,,,0.52,0.23,0.25,,0.04,2014
Metal Gear Solid HD Collection,Action,PS3,Konami,Bluepoint Games,9.1,,,0.52,0.32,0.13,,0.07,2011
Dishonored,Action,PC,Bethesda Softworks,Arkane Studios,,,,0.51,0.27,0.19,,0.05,2013
Murdered: Soul Suspect,Action-Adventure,PC,Square Enix,Airtight Games,,,0.51,,,,,,2014
Hitman 2,Action-Adventure,PS4,Warner Bros. Interactive Entertainment,IO Interactive,,,,0.51,0.19,0.22,0.02,0.08,2018
Lego Batman 3: Beyond Gotham,Action,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,,0.51,0.21,0.26,,0.04,2014
Prince of Persia Trilogy,Action,PS3,Ubisoft,Ubisoft,8.3,,,0.51,0.17,0.24,,0.09,2011
Mario & Luigi Superstar Saga + Bowser's Minions,Role-Playing,3DS,Nintendo,AlphaDream Corporation,,,,0.51,0.2,0.2,0.08,0.04,2017
Tiger Woods PGA Tour 13,Sports,X360,Electronic Arts,EA Tiburon,,,,0.51,0.29,0.18,,0.05,2012
Theatrhythm: Final Fantasy,Misc,3DS,Square Enix,Jupiter Multimedia,7.8,,,0.51,0.22,0.07,0.18,0.03,2012
NHL 16,Sports,XOne,EA Sports,EA Canada,,,,0.51,0.41,0.05,,0.05,2015
Fire Emblem Warriors,Action,NS,Nintendo,Omega Force,7.3,9.6,,0.51,0.22,0.14,0.1,0.04,2017
FIFA 14,Sports,PSV,EA Sports,EA Canada,,,,0.5,0.08,0.3,0.01,0.11,2013
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Action,PS3,Square Enix,Square Enix,,,,0.5,,,0.5,,2015
Resident Evil: Revelations,Shooter,PC,Capcom,Capcom,7,,0.5,,,,,,2013
Monster Hunter Portable 3rd HD Ver.,Role-Playing,PS3,Capcom,Capcom,,,,0.5,,,0.5,,2011
Major League Baseball 2K13,Sports,X360,2K Sports,"Visual Concepts, Ltd.",,,,0.5,0.45,,,0.05,2013
Pro Evolution Soccer 2012,Sports,X360,Konami,Konami,7.7,,,0.5,0.1,0.34,,0.06,2011
Goldeneye 007: Reloaded,Shooter,X360,Activision,Eurocom,7.4,,,0.5,0.25,0.2,,0.05,2011
PlayStation All-Stars Battle Royale,Fighting,PSV,Sony Computer Entertainment,Bluepoint Games,,,,0.5,0.21,0.16,0.01,0.12,2012
Yakuza 6: The Song of Life,Adventure,PS4,Sega,Sega,,,0.5,,,,,,2018
Lego Star Wars: The Force Awakens,Action-Adventure,XOne,Warner Bros. Interactive Entertainment,TT Fusion,,,,0.5,0.24,0.22,,0.04,2016
Mad Max (2013),Action,XOne,Warner Bros. Interactive Entertainment,Avalanche Studios,,,,0.5,0.29,0.16,,0.05,2015
Pokemon Art Academy,Misc,3DS,Nintendo,Headstrong Games,7.8,,,0.5,0.18,0.12,0.17,0.03,2014
Epic Mickey: Power of Illusion,Platform,3DS,Disney Interactive Studios,DreamRift,6.6,,,0.5,0.36,0.05,0.04,0.04,2012
Sonic & Sega All-Stars Racing Transformed,Racing,PS3,Sega,Sumo Digital,,,,0.5,0.08,0.33,0.02,0.07,2012
Pro Evolution Soccer 2019,Sports,PS4,Konami,Konami,,,,0.5,0.06,0.23,0.15,0.05,2018
Alice: Madness Returns,Adventure,X360,Electronic Arts,Spicy Horse,6.9,,,0.5,0.27,0.15,0.04,0.04,2011
Super Monkey Ball 3D,Action,3DS,Sega,Sega,5.7,,,0.5,0.26,0.15,0.05,0.04,2011
Steel Diver,Action,3DS,Nintendo,Nintendo EAD,5.6,,,0.5,0.31,0.1,0.05,0.04,2011
Resident Evil: The Mercenaries 3D,Shooter,3DS,Capcom,Capcom,6.3,,,0.49,0.16,0.17,0.13,0.03,2011
Watch Dogs,Action-Adventure,PC,Ubisoft,Ubisoft Montreal,,,,0.49,0.19,0.27,,0.04,2014
FIFA 13,Sports,WiiU,EA Sports,EA Canada,7,,,0.49,0.18,0.28,,0.04,2012
Mario Golf: World Tour,Sports,3DS,Nintendo,Camelot Software Planning,8.1,,,0.49,0.14,0.15,0.18,0.03,2014
Asphalt 3D,Racing,3DS,Ubisoft,Konami,4,,,0.49,0.27,0.16,0.02,0.04,2011
Star Wars Battlefront (2015),Shooter,PC,Electronic Arts,EA DICE,7.5,,,0.49,0.13,0.33,,0.04,2015
Final Fantasy XV: Windows Edition,Role-Playing,PC,Square Enix,Square Enix,,,0.49,,,,,,2018
Animal Crossing: Amiibo Festival,Party,WiiU,Nintendo,"Nd Cube Co., Ltd.",4.8,,,0.49,0.23,0.12,0.1,0.04,2015
Middle-Earth: Shadow of Mordor,Misc,X360,Warner Bros. Interactive Entertainment,Unknown,,,,0.49,0.28,0.16,,0.04,2014
The Evil Within,Misc,X360,Bethesda Softworks,Tango Gameworks,,,,0.49,0.28,0.16,0.01,0.04,2014
MotorStorm: Apocalypse,Racing,PS3,Sony Computer Entertainment,Evolution Studios,7.6,,,0.49,0.21,0.2,,0.08,2011
Virtua Tennis 4: World Tour,Sports,PSV,Sega,Sega,,,,0.49,0.04,0.34,0.01,0.09,2012
Mario & Sonic at the Rio 2016 Olympic Games,Sports,WiiU,Nintendo,Sega Sports R&D,,,,0.49,0.1,0.23,0.13,0.03,2016
Art Academy: Lessons for Everyone!,Misc,3DS,Nintendo,Headstrong Games,8,,,0.49,0.2,0.05,0.21,0.02,2012
Hyrule Warriors Legends,Action,3DS,Nintendo,Omega Force,,,,0.49,0.17,0.16,0.12,0.03,2016
Cars 2,Racing,X360,Disney Interactive Studios,Avalanche Software,7.5,,,0.48,0.28,0.15,,0.05,2011
Street Fighter X Tekken,Fighting,X360,Capcom,Capcom,,,,0.48,0.32,0.1,0.03,0.04,2012
LEGO Marvel's Avengers,Action,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.48,0.26,0.18,,0.04,2016
WWE 2K19,Fighting,XOne,2K Sports,Visual Concepts,,,,0.48,0.3,0.14,,0.04,2018
Lollipop Chainsaw,Action,X360,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,,,,0.48,0.31,0.12,0.02,0.04,2012
Fortune Street,Misc,Wii,Nintendo,Square Enix,,,,0.48,0.25,0.03,0.17,0.03,2011
A Way Out,Action,PS4,Electronic Arts,Hazelight,7.5,,,0.48,0.23,0.16,,0.08,2018
Disney Epic Mickey 2: The Power of Two,Platform,PS3,Disney Interactive Studios,Junction Point Studios,,,,0.48,0.21,0.19,,0.08,2012
Steep,Sports,XOne,Ubisoft,Ubisoft Annecy,,,,0.48,0.24,0.2,,0.04,2016
Batman: Arkham Origins Blackgate,Action-Adventure,PSV,Warner Bros. Interactive Entertainment,Armature Studio,,,,0.48,0.16,0.21,,0.11,2013
Sonic Lost World,Platform,3DS,Sega,Dimps Corporation,5.2,,,0.48,0.22,0.15,0.07,0.04,2013
Thief,Action,XOne,Square Enix,Eidos Montreal,,,,0.48,0.26,0.17,,0.04,2014
Doom 3 BFG Edition,Misc,X360,Bethesda Softworks,id Software,,,,0.48,0.28,0.15,,0.04,2012
Tom Clancy's The Division,Shooter,PC,Ubisoft,Massive Entertainment,,,,0.48,0.26,0.18,,0.04,2016
Wolfenstein: The Old Blood,Shooter,PS4,Bethesda Softworks,MachineGames,,,,0.48,0.13,0.25,0.02,0.07,2015
Just Dance 2014,Music,XOne,Ubisoft,Ubisoft Paris,,,,0.48,0.31,0.12,,0.04,2013
EA Sports UFC,Fighting,XOne,Electronic Arts,EA Canada,,,,0.48,0.3,0.13,,0.04,2014
LEGO The Hobbit,Action-Adventure,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.47,0.12,0.28,,0.07,2014
Luigi's Mansion,Adventure,3DS,Nintendo,GREZZO,7.3,,,0.47,0.19,0.16,0.09,0.03,2018
Silent Hill: Downpour,Adventure,PS3,Konami,Konami,,,,0.47,0.21,0.16,0.04,0.06,2012
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Role-Playing,Wii,Square Enix,Square Enix,,,,0.47,,,0.47,,2011
Deadpool,Action,PS4,Activision,High Moon Studios,,,,0.47,0.26,0.13,,0.08,2015
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action,PS4,Square Enix,Omega Force,,,,0.47,0.05,0.09,0.3,0.03,2017
TrackMania Turbo,Racing,PS4,Ubisoft,Nadeo,,,,0.47,0.04,0.35,,0.07,2016
Madden NFL 17,Sports,X360,EA Sports,EA Tiburon,,,,0.47,0.37,0.05,,0.05,2016
Life Is Strange: Before the Storm,Adventure,PC,Square Enix,Deck Nine,,,0.47,,,,,,2017
Detective Pikachu,Adventure,3DS,Nintendo,Creatures Inc.,7.1,,,0.47,0.15,0.17,0.12,0.03,2018
Just Dance 2014,Music,PS4,Ubisoft,Ubisoft Paris,7.5,,,0.47,0.21,0.18,,0.08,2013
Deadpool,Action,PS3,Activision,High Moon Studios,,,,0.47,0.23,0.16,,0.08,2013
Sonic Mania,Platform,NS,Sega,PagodaWest Games,8.8,,,0.47,0.23,0.18,0.01,0.04,2017
FIFA Soccer 13,Sports,PSV,EA Sports,EA Canada,,,,0.46,,0.32,0.05,0.1,2012
Rayman Legends,Platform,X360,Ubisoft,Ubisoft Montpellier,,,,0.46,0.19,0.24,,0.04,2013
MX vs. ATV: Alive,Racing,PS3,THQ,Rainbow Studios,6.9,,,0.46,0.24,0.15,,0.07,2011
FIFA Soccer 12,Sports,PC,EA Sports,EA Canada,9.1,,,0.46,0.04,0.33,,0.09,2011
Dissidia Final Fantasy NT,Fighting,PS4,Square Enix,Square Enix,,,,0.46,0.19,0.06,0.16,0.05,2018
Disney Infinity 3.0,Action,XOne,Disney Interactive Studios,Avalanche Software,,,,0.46,0.3,0.12,,0.04,2015
Red Faction: Armageddon,Shooter,PS3,THQ,Volition Inc.,7,,,0.46,0.2,0.15,0.03,0.07,2011
Battlefield: Hardline,Shooter,PS3,Electronic Arts,EA DICE,,,,0.46,0.15,0.17,0.08,0.06,2015
Mario Sports Superstars,Sports,3DS,Nintendo,Namco Bandai Games,6,,,0.46,0.18,0.12,0.13,0.03,2017
LEGO DC Super-Villains,Action-Adventure,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.46,0.22,0.17,,0.08,2018
Mass Effect Trilogy,Action,PS3,Electronic Arts,BioWare,,,,0.46,0.37,,,0.09,2012
Wolfenstein: The New Order,Shooter,PS3,Bethesda Softworks,MachineGames,,,,0.46,0.14,0.22,0.02,0.07,2014
Aliens: Colonial Marines,Shooter,PC,Sega,Gearbox Software,,,0.46,,,,,,2013
Hyrule Warriors: Definitive Edition,Action,NS,Nintendo,Koei Tecmo Games,8,,,0.46,0.21,0.15,0.07,0.03,2018
LEGO The Hobbit,Action-Adventure,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.46,0.2,0.22,,0.04,2014
Skylanders: SuperChargers,Action-Adventure,PS4,Activision,Vicarious Visions,,,,0.45,0.29,0.09,,0.08,2015
NHL 15,Sports,X360,EA Sports,EA Canada,,,,0.45,0.35,0.05,,0.05,2014
Major League Baseball 2K11,Sports,X360,2K Sports,Visual Concepts,,,,0.45,0.4,0.03,,0.03,2011
Lego Batman 3: Beyond Gotham,Action,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,7.4,,,0.45,0.21,0.21,,0.04,2014
L.A. Noire,Adventure,NS,Rockstar Games,Team Bondi,7.9,8,,0.45,0.21,0.21,,0.04,2017
The Sims 3: Outdoor Living Stuff,Simulation,PC,Electronic Arts,EA Redwood Shores,,,,0.45,,0.38,,0.07,2011
Yakuza Kiwami,Adventure,PS4,Sega,Sega,,,,0.45,0.13,0.07,0.21,0.04,2017
Just Dance 4,Music,PS3,Ubisoft,Ubisoft,,,,0.45,0.26,0.11,,0.08,2012
Style Savvy: Styling Star,Simulation,3DS,Nintendo,syn Sophia,8.5,,,0.45,,0.29,0.14,0.02,2017
Prey (2017),Shooter,XOne,Bethesda Softworks,Arkane Studios,,,,0.45,0.21,0.2,,0.04,2017
"Warhammer 40,000: Space Marine",Shooter,PS3,THQ,Relic Entertainment,7.3,,,0.45,0.13,0.24,,0.08,2011
Skylanders: Trap Team,Platform,XOne,Activision,Toys for Bob,,,,0.45,0.34,0.07,,0.04,2014
Skylanders Imaginators,Platform,WiiU,Activision,Toys for Bob,,,,0.45,0.19,0.22,,0.04,2016
Virtua Tennis 4,Sports,PS3,Sega,Sega-AM2,6.4,,,0.45,0.09,0.24,0.03,0.08,2011
DmC Devil May Cry,Action,X360,Capcom,Ninja Theory,,,,0.45,0.27,0.13,0.01,0.04,2013
Star Ocean 5: Integrity and Faithlessness,Role-Playing,PS4,Square Enix,tri-Ace,,,,0.45,0.1,0.13,0.16,0.05,2016
Transformers: Dark of the Moon - Autobots/Decepticons,Action,DS,Activision,Behaviour Interactive Inc.,,,,0.44,0.32,0.08,,0.04,2011
Transformers: Fall of Cybertron,Action,X360,Activision,High Moon Studios,,,,0.44,0.28,0.12,,0.04,2012
Sonic & Sega All-Stars Racing Transformed,Racing,PSV,Sega,Sumo Digital,,,,0.44,0.09,0.25,,0.1,2012
Deadpool,Action,X360,Activision,High Moon Studios,,,,0.44,0.26,0.14,,0.04,2013
Lego Batman 3: Beyond Gotham,Action,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.44,0.24,0.17,,0.04,2014
Sleeping Dogs: Definitive Edition,Action,PS4,Square Enix,United Front Games,,,,0.44,0.16,0.21,,0.07,2014
Skylanders SWAP Force,Misc,PS4,Activision,Unknown,,,,0.44,0.23,0.14,,0.08,2013
Hey! Pikmin,Platform,3DS,Nintendo,Arzest,6.8,,,0.44,0.17,0.08,0.17,0.03,2017
EA Sports UFC 3,Sports,XOne,EA Sports,EA Vancouver,,,,0.44,0.3,0.1,,0.04,2018
Star Fox: Zero,Shooter,WiiU,Nintendo,Nintendo EPD,6.7,,,0.44,0.2,0.12,0.09,0.03,2016
Tetris Axis,Puzzle,3DS,Nintendo,Hudson Soft,7.8,,,0.44,0.2,0.14,0.06,0.03,2011
Madden NFL 12,Sports,Wii,EA Sports,EA Tiburon,7,,,0.44,0.41,,,0.03,2011
2014 FIFA World Cup Brazil,Sports,X360,EA Sports,EA Canada,7.3,,,0.44,0.15,0.25,0,0.03,2014
Need for Speed: Shift 2 Unleashed,Racing,X360,Electronic Arts,Slightly Mad Studios,8.5,,,0.44,0.18,0.21,,0.05,2011
Child of Eden,Shooter,X360,Ubisoft,Q Entertainment,8.3,,,0.44,0.28,0.12,,0.04,2011
Resistance: Burning Skies,Shooter,PSV,Sony Computer Entertainment,Nihilistic Software,,,,0.44,0.18,0.16,0.02,0.08,2012
LEGO DC Super-Villains,Action-Adventure,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,7.8,,,0.44,0.28,0.12,,0.04,2018
Skylanders Imaginators,Platform,PS4,Activision,Toys for Bob,,,,0.43,0.18,0.18,,0.07,2016
Trials Fusion,Misc,PS4,Ubisoft,Unknown,,,,0.43,0.13,0.23,0.01,0.07,2014
Skylanders: SuperChargers,Action-Adventure,PS3,Activision,Vicarious Visions,,,,0.43,0.2,0.16,,0.07,2015
DanceStar Party,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,,,,0.43,,0.34,,0.09,2011
Just Dance 2017,Music,WiiU,Ubisoft,Ubisoft Paris,,,,0.43,0.19,0.21,,0.04,2016
NBA 2K13,Sports,Wii,2K Sports,Visual Concepts,,,,0.43,0.36,0.03,,0.04,2012
OkamiDen,Adventure,DS,Capcom,Capcom,8.3,,,0.43,0.21,0.07,0.13,0.02,2011
Rocksmith 2014,Music,XOne,Ubisoft,Ubisoft San Francisco,9,,,0.43,0.31,0.08,,0.04,2016
"Barbie: Jet, Set & Style!",Misc,DS,THQ,THQ,,,,0.43,0.34,0.05,,0.04,2011
NBA 2K18,Sports,NS,2K Sports,Visual Concepts,7.5,,,0.43,0.3,0.06,0.03,0.04,2017
Asura's Wrath,Action,PS3,Capcom,CyberConnect2,,8.3,,0.43,0.2,0.12,0.06,0.05,2012
Doom (2016),Shooter,NS,Bethesda Softworks,id Software,8.2,9.1,,0.43,0.24,0.15,0.01,0.04,2017
NHL 19,Sports,PS4,EA Sports,EA Canada,,,,0.43,0.26,0.09,,0.08,2018
Destiny: The Taken King,Shooter,PS3,Activision,Bungie,,,,0.43,0.21,0.12,0.03,0.07,2015
LEGO Marvel's Avengers,Action,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.43,0.13,0.23,,0.07,2016
Bayonetta,Action,PC,Sega,Sega,,,0.42,,,,,,2017
Fossil Fighters: Frontier,Role-Playing,3DS,Nintendo,Spike Chunsoft,,,,0.42,0.13,0.04,0.23,0.02,2015
Just Dance: Summer Party,Misc,Wii,Ubisoft,Ubisoft Paris,,,,0.42,0.4,,,0.03,2011
NHL 15,Sports,XOne,EA Sports,EA Canada,,,,0.42,0.32,0.06,,0.04,2014
FIFA 14,Sports,Wii,EA Sports,EA Canada,,,,0.42,,0.4,,0.02,2013
Dragon Quest X,MMO,WiiU,Square Enix,Square Enix,,,,0.42,,,0.42,,2013
Dishonored: Definitive Edition,Action,PS4,Bethesda Softworks,Arkane Studios,,,,0.42,0.12,0.21,0.02,0.06,2015
Mirror's Edge Catalyst,Platform,PS4,Electronic Arts,EA DICE,,,,0.42,0.13,0.19,0.03,0.06,2016
Call of Duty: Black Ops II,Shooter,WiiU,Activision,Treyarch,8.6,,,0.42,0.2,0.18,,0.04,2012
Call of Duty: Advanced Warfare,Shooter,PC,Activision,Sledgehammer Games,8.6,,,0.42,0.17,0.22,,0.03,2014
The Smurfs,Adventure,DS,Ubisoft,Ubisoft,,,,0.41,0.23,0.14,,0.04,2011
LEGO The Lord of the Rings,Action-Adventure,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,,0.41,0.21,0.17,,0.03,2012
WWE All Stars,Fighting,PS3,THQ,THQ,7.6,,,0.41,0.16,0.18,,0.07,2011
Fantastic Pets,Simulation,X360,THQ,Blitz Game Studios,,,,0.41,0.3,0.08,,0.04,2011
Top Spin 4,Sports,X360,2K Sports,2K Czech,8.2,,,0.41,0.15,0.22,,0.04,2011
SpongeBob SquigglePants,Misc,Wii,THQ,WayForward Technologies,5.4,,,0.41,0.35,0.03,,0.03,2011
Mass Effect Trilogy,Action,X360,Electronic Arts,BioWare,,,,0.41,0.28,0.09,,0.04,2012
Madden NFL Football,Sports,3DS,EA Sports,EA Tiburon,4.5,,,0.41,0.37,0.01,,0.03,2011
Nintendo Labo: Toy-Con 03 Vehicle Kit,Racing,NS,Nintendo,Nintendo EPD,7,,,0.41,0.16,0.15,0.06,0.03,2018
Just Dance 2015,Music,PS4,Ubisoft,Ubisoft Paris,,,,0.41,0.21,0.13,,0.07,2014
Theatrhythm Final Fantasy: Curtain Call,Music,3DS,Square Enix,Square Enix,,,,0.41,0.16,0.08,0.15,0.02,2014
Destiny: The Collection,Shooter,XOne,Activision,Bungie,,,,0.41,0.25,0.12,,0.04,2016
Just Dance Kids 2,Misc,X360,Ubisoft,Ubisoft,,,,0.41,0.29,0.08,,0.03,2011
Skylanders: SuperChargers,Action-Adventure,XOne,Activision,Vicarious Visions,,,,0.4,0.31,0.05,,0.04,2015
